Genuine Pair Comparisons
--------------------------------
File 1               | File 2               | Hamming Distance
021_1_1.jpg.mat      | 021_2_2.jpg.mat      | 0.3043
021_1_1.jpg.mat      | 021_1_3.jpg.mat      | 0.3340
021_1_1.jpg.mat      | 021_2_1.jpg.mat      | 0.2820
021_1_1.jpg.mat      | 021_2_3.jpg.mat      | 0.3872
021_2_4.jpg.mat      | 021_2_2.jpg.mat      | 0.2780
021_2_4.jpg.mat      | 021_1_3.jpg.mat      | 0.3234
021_2_4.jpg.mat      | 021_2_1.jpg.mat      | 0.2786
021_2_4.jpg.mat      | 021_2_3.jpg.mat      | 0.3095
021_2_2.jpg.mat      | 021_1_3.jpg.mat      | 0.3357
021_2_2.jpg.mat      | 021_2_1.jpg.mat      | 0.2619
021_2_2.jpg.mat      | 021_2_3.jpg.mat      | 0.3382
021_1_3.jpg.mat      | 021_2_1.jpg.mat      | 0.2909
021_1_3.jpg.mat      | 021_2_3.jpg.mat      | 0.4080
021_2_1.jpg.mat      | 021_2_3.jpg.mat      | 0.3687
022_2_1.jpg.mat      | 022_2_4.jpg.mat      | 0.2858
022_2_1.jpg.mat      | 022_1_2.jpg.mat      | 0.2803
022_2_1.jpg.mat      | 022_1_3.jpg.mat      | 0.3005
022_2_1.jpg.mat      | 022_2_2.jpg.mat      | 0.3385
022_2_1.jpg.mat      | 022_1_1.jpg.mat      | 0.3364
022_2_1.jpg.mat      | 022_2_3.jpg.mat      | 0.3320
022_2_4.jpg.mat      | 022_1_2.jpg.mat      | 0.3063
022_2_4.jpg.mat      | 022_1_3.jpg.mat      | 0.2800
022_2_4.jpg.mat      | 022_2_2.jpg.mat      | 0.2987
022_2_4.jpg.mat      | 022_1_1.jpg.mat      | 0.3368
022_2_4.jpg.mat      | 022_2_3.jpg.mat      | 0.2977
022_1_2.jpg.mat      | 022_1_3.jpg.mat      | 0.2956
022_1_2.jpg.mat      | 022_2_2.jpg.mat      | 0.3047
022_1_2.jpg.mat      | 022_1_1.jpg.mat      | 0.3244
022_1_2.jpg.mat      | 022_2_3.jpg.mat      | 0.2988
022_1_3.jpg.mat      | 022_2_2.jpg.mat      | 0.2474
022_1_3.jpg.mat      | 022_1_1.jpg.mat      | 0.3442
022_1_3.jpg.mat      | 022_2_3.jpg.mat      | 0.2961
022_2_2.jpg.mat      | 022_1_1.jpg.mat      | 0.3127
022_2_2.jpg.mat      | 022_2_3.jpg.mat      | 0.2817
022_1_1.jpg.mat      | 022_2_3.jpg.mat      | 0.3144
023_1_1.jpg.mat      | 023_2_2.jpg.mat      | 0.3715
023_1_1.jpg.mat      | 023_1_2.jpg.mat      | 0.3623
023_1_1.jpg.mat      | 023_2_3.jpg.mat      | 0.3475
023_1_1.jpg.mat      | 023_2_1.jpg.mat      | 0.3491
023_1_1.jpg.mat      | 023_1_3.jpg.mat      | 0.3382
023_1_1.jpg.mat      | 023_2_4.jpg.mat      | 0.3706
023_2_2.jpg.mat      | 023_1_2.jpg.mat      | 0.3280
023_2_2.jpg.mat      | 023_2_3.jpg.mat      | 0.3557
023_2_2.jpg.mat      | 023_2_1.jpg.mat      | 0.3501
023_2_2.jpg.mat      | 023_1_3.jpg.mat      | 0.3368
023_2_2.jpg.mat      | 023_2_4.jpg.mat      | 0.3104
023_1_2.jpg.mat      | 023_2_3.jpg.mat      | 0.3452
023_1_2.jpg.mat      | 023_2_1.jpg.mat      | 0.3378
023_1_2.jpg.mat      | 023_1_3.jpg.mat      | 0.3192
023_1_2.jpg.mat      | 023_2_4.jpg.mat      | 0.3285
023_2_3.jpg.mat      | 023_2_1.jpg.mat      | 0.2666
023_2_3.jpg.mat      | 023_1_3.jpg.mat      | 0.3431
023_2_3.jpg.mat      | 023_2_4.jpg.mat      | 0.3756
023_2_1.jpg.mat      | 023_1_3.jpg.mat      | 0.3289
023_2_1.jpg.mat      | 023_2_4.jpg.mat      | 0.3413
023_1_3.jpg.mat      | 023_2_4.jpg.mat      | 0.3179
024_2_4.jpg.mat      | 024_1_2.jpg.mat      | 0.3168
024_2_4.jpg.mat      | 024_1_1.jpg.mat      | 0.3082
024_2_4.jpg.mat      | 024_2_2.jpg.mat      | 0.2788
024_2_4.jpg.mat      | 024_2_3.jpg.mat      | 0.2480
024_2_4.jpg.mat      | 024_1_3.jpg.mat      | 0.2500
024_2_4.jpg.mat      | 024_2_1.jpg.mat      | 0.3129
024_1_2.jpg.mat      | 024_1_1.jpg.mat      | 0.2283
024_1_2.jpg.mat      | 024_2_2.jpg.mat      | 0.3979
024_1_2.jpg.mat      | 024_2_3.jpg.mat      | 0.4608
024_1_2.jpg.mat      | 024_1_3.jpg.mat      | 0.2733
024_1_2.jpg.mat      | 024_2_1.jpg.mat      | 0.3272
024_1_1.jpg.mat      | 024_2_2.jpg.mat      | 0.3165
024_1_1.jpg.mat      | 024_2_3.jpg.mat      | 0.3024
024_1_1.jpg.mat      | 024_1_3.jpg.mat      | 0.2900
024_1_1.jpg.mat      | 024_2_1.jpg.mat      | 0.3092
024_2_2.jpg.mat      | 024_2_3.jpg.mat      | 0.2584
024_2_2.jpg.mat      | 024_1_3.jpg.mat      | 0.2487
024_2_2.jpg.mat      | 024_2_1.jpg.mat      | 0.3907
024_2_3.jpg.mat      | 024_1_3.jpg.mat      | 0.2199
024_2_3.jpg.mat      | 024_2_1.jpg.mat      | 0.4444
024_1_3.jpg.mat      | 024_2_1.jpg.mat      | 0.2870
025_2_4.jpg.mat      | 025_2_2.jpg.mat      | 0.2634
025_2_4.jpg.mat      | 025_1_3.jpg.mat      | 0.3197
025_2_4.jpg.mat      | 025_1_1.jpg.mat      | 0.3293
025_2_4.jpg.mat      | 025_2_1.jpg.mat      | 0.2764
025_2_4.jpg.mat      | 025_2_3.jpg.mat      | 0.3339
025_2_4.jpg.mat      | 025_1_2.jpg.mat      | 0.3482
025_2_2.jpg.mat      | 025_1_3.jpg.mat      | 0.2925
025_2_2.jpg.mat      | 025_1_1.jpg.mat      | 0.3301
025_2_2.jpg.mat      | 025_2_1.jpg.mat      | 0.2930
025_2_2.jpg.mat      | 025_2_3.jpg.mat      | 0.3643
025_2_2.jpg.mat      | 025_1_2.jpg.mat      | 0.3735
025_1_3.jpg.mat      | 025_1_1.jpg.mat      | 0.3475
025_1_3.jpg.mat      | 025_2_1.jpg.mat      | 0.2785
025_1_3.jpg.mat      | 025_2_3.jpg.mat      | 0.3948
025_1_3.jpg.mat      | 025_1_2.jpg.mat      | 0.3249
025_1_1.jpg.mat      | 025_2_1.jpg.mat      | 0.3242
025_1_1.jpg.mat      | 025_2_3.jpg.mat      | 0.2958
025_1_1.jpg.mat      | 025_1_2.jpg.mat      | 0.4108
025_2_1.jpg.mat      | 025_2_3.jpg.mat      | 0.3867
025_2_1.jpg.mat      | 025_1_2.jpg.mat      | 0.3019
025_2_3.jpg.mat      | 025_1_2.jpg.mat      | 0.4302
026_2_1.jpg.mat      | 026_1_3.jpg.mat      | 0.3411
026_2_1.jpg.mat      | 026_1_2.jpg.mat      | 0.2785
026_2_1.jpg.mat      | 026_2_2.jpg.mat      | 0.3513
026_2_1.jpg.mat      | 026_2_3.jpg.mat      | 0.3132
026_2_1.jpg.mat      | 026_1_1.jpg.mat      | 0.3488
026_2_1.jpg.mat      | 026_2_4.jpg.mat      | 0.3558
026_1_3.jpg.mat      | 026_1_2.jpg.mat      | 0.3595
026_1_3.jpg.mat      | 026_2_2.jpg.mat      | 0.3525
026_1_3.jpg.mat      | 026_2_3.jpg.mat      | 0.3730
026_1_3.jpg.mat      | 026_1_1.jpg.mat      | 0.3456
026_1_3.jpg.mat      | 026_2_4.jpg.mat      | 0.3459
026_1_2.jpg.mat      | 026_2_2.jpg.mat      | 0.3180
026_1_2.jpg.mat      | 026_2_3.jpg.mat      | 0.2741
026_1_2.jpg.mat      | 026_1_1.jpg.mat      | 0.3269
026_1_2.jpg.mat      | 026_2_4.jpg.mat      | 0.3124
026_2_2.jpg.mat      | 026_2_3.jpg.mat      | 0.2545
026_2_2.jpg.mat      | 026_1_1.jpg.mat      | 0.2757
026_2_2.jpg.mat      | 026_2_4.jpg.mat      | 0.2384
026_2_3.jpg.mat      | 026_1_1.jpg.mat      | 0.2774
026_2_3.jpg.mat      | 026_2_4.jpg.mat      | 0.2845
026_1_1.jpg.mat      | 026_2_4.jpg.mat      | 0.2501
027_1_1.jpg.mat      | 027_2_2.jpg.mat      | 0.2718
027_1_1.jpg.mat      | 027_2_3.jpg.mat      | 0.2676
027_1_1.jpg.mat      | 027_2_1.jpg.mat      | 0.2638
027_1_1.jpg.mat      | 027_1_2.jpg.mat      | 0.2464
027_1_1.jpg.mat      | 027_2_4.jpg.mat      | 0.2624
027_1_1.jpg.mat      | 027_1_3.jpg.mat      | 0.2623
027_2_2.jpg.mat      | 027_2_3.jpg.mat      | 0.2358
027_2_2.jpg.mat      | 027_2_1.jpg.mat      | 0.3023
027_2_2.jpg.mat      | 027_1_2.jpg.mat      | 0.2481
027_2_2.jpg.mat      | 027_2_4.jpg.mat      | 0.3401
027_2_2.jpg.mat      | 027_1_3.jpg.mat      | 0.3382
027_2_3.jpg.mat      | 027_2_1.jpg.mat      | 0.2841
027_2_3.jpg.mat      | 027_1_2.jpg.mat      | 0.2475
027_2_3.jpg.mat      | 027_2_4.jpg.mat      | 0.3077
027_2_3.jpg.mat      | 027_1_3.jpg.mat      | 0.3058
027_2_1.jpg.mat      | 027_1_2.jpg.mat      | 0.2657
027_2_1.jpg.mat      | 027_2_4.jpg.mat      | 0.2789
027_2_1.jpg.mat      | 027_1_3.jpg.mat      | 0.2740
027_1_2.jpg.mat      | 027_2_4.jpg.mat      | 0.3062
027_1_2.jpg.mat      | 027_1_3.jpg.mat      | 0.2721
027_2_4.jpg.mat      | 027_1_3.jpg.mat      | 0.2775
028_2_2.jpg.mat      | 028_1_1.jpg.mat      | 0.3173
028_2_2.jpg.mat      | 028_1_2.jpg.mat      | 0.3522
028_2_2.jpg.mat      | 028_2_3.jpg.mat      | 0.3837
028_2_2.jpg.mat      | 028_2_1.jpg.mat      | 0.3826
028_1_1.jpg.mat      | 028_1_2.jpg.mat      | 0.3009
028_1_1.jpg.mat      | 028_2_3.jpg.mat      | 0.3208
028_1_1.jpg.mat      | 028_2_1.jpg.mat      | 0.3143
028_1_2.jpg.mat      | 028_2_3.jpg.mat      | 0.2981
028_1_2.jpg.mat      | 028_2_1.jpg.mat      | 0.2392
028_2_3.jpg.mat      | 028_2_1.jpg.mat      | 0.2849
029_1_3.jpg.mat      | 029_2_4.jpg.mat      | 0.2508
029_1_3.jpg.mat      | 029_2_1.jpg.mat      | 0.2529
029_1_3.jpg.mat      | 029_2_2.jpg.mat      | 0.2663
029_1_3.jpg.mat      | 029_2_3.jpg.mat      | 0.2551
029_1_3.jpg.mat      | 029_1_1.jpg.mat      | 0.2549
029_1_3.jpg.mat      | 029_1_2.jpg.mat      | 0.2857
029_2_4.jpg.mat      | 029_2_1.jpg.mat      | 0.2425
029_2_4.jpg.mat      | 029_2_2.jpg.mat      | 0.2609
029_2_4.jpg.mat      | 029_2_3.jpg.mat      | 0.2453
029_2_4.jpg.mat      | 029_1_1.jpg.mat      | 0.2646
029_2_4.jpg.mat      | 029_1_2.jpg.mat      | 0.3052
029_2_1.jpg.mat      | 029_2_2.jpg.mat      | 0.2765
029_2_1.jpg.mat      | 029_2_3.jpg.mat      | 0.2684
029_2_1.jpg.mat      | 029_1_1.jpg.mat      | 0.2458
029_2_1.jpg.mat      | 029_1_2.jpg.mat      | 0.2887
029_2_2.jpg.mat      | 029_2_3.jpg.mat      | 0.2358
029_2_2.jpg.mat      | 029_1_1.jpg.mat      | 0.2651
029_2_2.jpg.mat      | 029_1_2.jpg.mat      | 0.2655
029_2_3.jpg.mat      | 029_1_1.jpg.mat      | 0.2740
029_2_3.jpg.mat      | 029_1_2.jpg.mat      | 0.2744
029_1_1.jpg.mat      | 029_1_2.jpg.mat      | 0.2795
030_2_2.jpg.mat      | 030_1_2.jpg.mat      | 0.4183
030_2_2.jpg.mat      | 030_1_1.jpg.mat      | 0.4075
030_2_2.jpg.mat      | 030_2_1.jpg.mat      | 0.3877
030_2_2.jpg.mat      | 030_1_3.jpg.mat      | 0.3846
030_2_2.jpg.mat      | 030_2_4.jpg.mat      | 0.3713
030_2_2.jpg.mat      | 030_2_3.jpg.mat      | 0.4067
030_1_2.jpg.mat      | 030_1_1.jpg.mat      | 0.3634
030_1_2.jpg.mat      | 030_2_1.jpg.mat      | 0.4329
030_1_2.jpg.mat      | 030_1_3.jpg.mat      | 0.3378
030_1_2.jpg.mat      | 030_2_4.jpg.mat      | 0.3389
030_1_2.jpg.mat      | 030_2_3.jpg.mat      | 0.3692
030_1_1.jpg.mat      | 030_2_1.jpg.mat      | 0.3806
030_1_1.jpg.mat      | 030_1_3.jpg.mat      | 0.3967
030_1_1.jpg.mat      | 030_2_4.jpg.mat      | 0.2921
030_1_1.jpg.mat      | 030_2_3.jpg.mat      | 0.3836
030_2_1.jpg.mat      | 030_1_3.jpg.mat      | 0.4390
030_2_1.jpg.mat      | 030_2_4.jpg.mat      | 0.3447
030_2_1.jpg.mat      | 030_2_3.jpg.mat      | 0.3625
030_1_3.jpg.mat      | 030_2_4.jpg.mat      | 0.3777
030_1_3.jpg.mat      | 030_2_3.jpg.mat      | 0.3746
030_2_4.jpg.mat      | 030_2_3.jpg.mat      | 0.3579
031_2_1.jpg.mat      | 031_2_2.jpg.mat      | 0.3120
031_2_1.jpg.mat      | 031_2_3.jpg.mat      | 0.3849
031_2_1.jpg.mat      | 031_1_3.jpg.mat      | 0.3037
031_2_1.jpg.mat      | 031_1_1.jpg.mat      | 0.3600
031_2_1.jpg.mat      | 031_1_2.jpg.mat      | 0.3440
031_2_2.jpg.mat      | 031_2_3.jpg.mat      | 0.3663
031_2_2.jpg.mat      | 031_1_3.jpg.mat      | 0.3206
031_2_2.jpg.mat      | 031_1_1.jpg.mat      | 0.3518
031_2_2.jpg.mat      | 031_1_2.jpg.mat      | 0.2905
031_2_3.jpg.mat      | 031_1_3.jpg.mat      | 0.3948
031_2_3.jpg.mat      | 031_1_1.jpg.mat      | 0.4190
031_2_3.jpg.mat      | 031_1_2.jpg.mat      | 0.4020
031_1_3.jpg.mat      | 031_1_1.jpg.mat      | 0.3727
031_1_3.jpg.mat      | 031_1_2.jpg.mat      | 0.3145
031_1_1.jpg.mat      | 031_1_2.jpg.mat      | 0.3570
032_2_1.jpg.mat      | 032_1_1.jpg.mat      | 0.3644
032_2_1.jpg.mat      | 032_2_4.jpg.mat      | 0.3202
032_2_1.jpg.mat      | 032_1_2.jpg.mat      | 0.2720
032_2_1.jpg.mat      | 032_2_2.jpg.mat      | 0.2433
032_2_1.jpg.mat      | 032_2_3.jpg.mat      | 0.2709
032_2_1.jpg.mat      | 032_1_3.jpg.mat      | 0.2655
032_1_1.jpg.mat      | 032_2_4.jpg.mat      | 0.2761
032_1_1.jpg.mat      | 032_1_2.jpg.mat      | 0.3364
032_1_1.jpg.mat      | 032_2_2.jpg.mat      | 0.3383
032_1_1.jpg.mat      | 032_2_3.jpg.mat      | 0.3242
032_1_1.jpg.mat      | 032_1_3.jpg.mat      | 0.3276
032_2_4.jpg.mat      | 032_1_2.jpg.mat      | 0.2774
032_2_4.jpg.mat      | 032_2_2.jpg.mat      | 0.3007
032_2_4.jpg.mat      | 032_2_3.jpg.mat      | 0.2673
032_2_4.jpg.mat      | 032_1_3.jpg.mat      | 0.2768
032_1_2.jpg.mat      | 032_2_2.jpg.mat      | 0.2467
032_1_2.jpg.mat      | 032_2_3.jpg.mat      | 0.2771
032_1_2.jpg.mat      | 032_1_3.jpg.mat      | 0.2366
032_2_2.jpg.mat      | 032_2_3.jpg.mat      | 0.2836
032_2_2.jpg.mat      | 032_1_3.jpg.mat      | 0.2608
032_2_3.jpg.mat      | 032_1_3.jpg.mat      | 0.2680
033_2_3.jpg.mat      | 033_2_1.jpg.mat      | 0.2708
033_2_3.jpg.mat      | 033_1_1.jpg.mat      | 0.2428
033_2_3.jpg.mat      | 033_1_2.jpg.mat      | 0.2271
033_2_3.jpg.mat      | 033_2_2.jpg.mat      | 0.2353
033_2_3.jpg.mat      | 033_1_3.jpg.mat      | 0.3048
033_2_3.jpg.mat      | 033_2_4.jpg.mat      | 0.2479
033_2_1.jpg.mat      | 033_1_1.jpg.mat      | 0.2599
033_2_1.jpg.mat      | 033_1_2.jpg.mat      | 0.2534
033_2_1.jpg.mat      | 033_2_2.jpg.mat      | 0.2448
033_2_1.jpg.mat      | 033_1_3.jpg.mat      | 0.2696
033_2_1.jpg.mat      | 033_2_4.jpg.mat      | 0.2445
033_1_1.jpg.mat      | 033_1_2.jpg.mat      | 0.2163
033_1_1.jpg.mat      | 033_2_2.jpg.mat      | 0.2480
033_1_1.jpg.mat      | 033_1_3.jpg.mat      | 0.2836
033_1_1.jpg.mat      | 033_2_4.jpg.mat      | 0.2514
033_1_2.jpg.mat      | 033_2_2.jpg.mat      | 0.2054
033_1_2.jpg.mat      | 033_1_3.jpg.mat      | 0.2701
033_1_2.jpg.mat      | 033_2_4.jpg.mat      | 0.2492
033_2_2.jpg.mat      | 033_1_3.jpg.mat      | 0.2866
033_2_2.jpg.mat      | 033_2_4.jpg.mat      | 0.2426
033_1_3.jpg.mat      | 033_2_4.jpg.mat      | 0.2781
034_2_1.jpg.mat      | 034_2_3.jpg.mat      | 0.2965
034_2_1.jpg.mat      | 034_1_2.jpg.mat      | 0.3377
034_2_1.jpg.mat      | 034_2_2.jpg.mat      | 0.2694
034_2_1.jpg.mat      | 034_1_1.jpg.mat      | 0.3180
034_2_1.jpg.mat      | 034_2_4.jpg.mat      | 0.2572
034_2_1.jpg.mat      | 034_1_3.jpg.mat      | 0.2756
034_2_3.jpg.mat      | 034_1_2.jpg.mat      | 0.2571
034_2_3.jpg.mat      | 034_2_2.jpg.mat      | 0.2461
034_2_3.jpg.mat      | 034_1_1.jpg.mat      | 0.2574
034_2_3.jpg.mat      | 034_2_4.jpg.mat      | 0.2529
034_2_3.jpg.mat      | 034_1_3.jpg.mat      | 0.2648
034_1_2.jpg.mat      | 034_2_2.jpg.mat      | 0.2674
034_1_2.jpg.mat      | 034_1_1.jpg.mat      | 0.2325
034_1_2.jpg.mat      | 034_2_4.jpg.mat      | 0.3021
034_1_2.jpg.mat      | 034_1_3.jpg.mat      | 0.2670
034_2_2.jpg.mat      | 034_1_1.jpg.mat      | 0.2508
034_2_2.jpg.mat      | 034_2_4.jpg.mat      | 0.2673
034_2_2.jpg.mat      | 034_1_3.jpg.mat      | 0.2409
034_1_1.jpg.mat      | 034_2_4.jpg.mat      | 0.2834
034_1_1.jpg.mat      | 034_1_3.jpg.mat      | 0.2456
034_2_4.jpg.mat      | 034_1_3.jpg.mat      | 0.2656
035_1_1.jpg.mat      | 035_2_2.jpg.mat      | 0.3163
035_1_1.jpg.mat      | 035_2_3.jpg.mat      | 0.3677
035_1_1.jpg.mat      | 035_2_4.jpg.mat      | 0.3588
035_1_1.jpg.mat      | 035_1_2.jpg.mat      | 0.3342
035_1_1.jpg.mat      | 035_1_3.jpg.mat      | 0.3362
035_1_1.jpg.mat      | 035_2_1.jpg.mat      | 0.3406
035_2_2.jpg.mat      | 035_2_3.jpg.mat      | 0.3221
035_2_2.jpg.mat      | 035_2_4.jpg.mat      | 0.3617
035_2_2.jpg.mat      | 035_1_2.jpg.mat      | 0.3525
035_2_2.jpg.mat      | 035_1_3.jpg.mat      | 0.3214
035_2_2.jpg.mat      | 035_2_1.jpg.mat      | 0.3297
035_2_3.jpg.mat      | 035_2_4.jpg.mat      | 0.3403
035_2_3.jpg.mat      | 035_1_2.jpg.mat      | 0.3363
035_2_3.jpg.mat      | 035_1_3.jpg.mat      | 0.3361
035_2_3.jpg.mat      | 035_2_1.jpg.mat      | 0.3354
035_2_4.jpg.mat      | 035_1_2.jpg.mat      | 0.3566
035_2_4.jpg.mat      | 035_1_3.jpg.mat      | 0.3201
035_2_4.jpg.mat      | 035_2_1.jpg.mat      | 0.2894
035_1_2.jpg.mat      | 035_1_3.jpg.mat      | 0.3364
035_1_2.jpg.mat      | 035_2_1.jpg.mat      | 0.3586
035_1_3.jpg.mat      | 035_2_1.jpg.mat      | 0.3279
036_2_4.jpg.mat      | 036_2_3.jpg.mat      | 0.3307
036_2_4.jpg.mat      | 036_1_2.jpg.mat      | 0.2462
036_2_4.jpg.mat      | 036_2_1.jpg.mat      | 0.2328
036_2_4.jpg.mat      | 036_1_1.jpg.mat      | 0.2529
036_2_4.jpg.mat      | 036_1_3.jpg.mat      | 0.2681
036_2_4.jpg.mat      | 036_2_2.jpg.mat      | 0.2403
036_2_3.jpg.mat      | 036_1_2.jpg.mat      | 0.3290
036_2_3.jpg.mat      | 036_2_1.jpg.mat      | 0.3382
036_2_3.jpg.mat      | 036_1_1.jpg.mat      | 0.3099
036_2_3.jpg.mat      | 036_1_3.jpg.mat      | 0.3360
036_2_3.jpg.mat      | 036_2_2.jpg.mat      | 0.3044
036_1_2.jpg.mat      | 036_2_1.jpg.mat      | 0.2338
036_1_2.jpg.mat      | 036_1_1.jpg.mat      | 0.2422
036_1_2.jpg.mat      | 036_1_3.jpg.mat      | 0.2357
036_1_2.jpg.mat      | 036_2_2.jpg.mat      | 0.2587
036_2_1.jpg.mat      | 036_1_1.jpg.mat      | 0.2292
036_2_1.jpg.mat      | 036_1_3.jpg.mat      | 0.2519
036_2_1.jpg.mat      | 036_2_2.jpg.mat      | 0.2445
036_1_1.jpg.mat      | 036_1_3.jpg.mat      | 0.2394
036_1_1.jpg.mat      | 036_2_2.jpg.mat      | 0.2501
036_1_3.jpg.mat      | 036_2_2.jpg.mat      | 0.2653
037_1_1.jpg.mat      | 037_2_2.jpg.mat      | 0.2526
037_1_1.jpg.mat      | 037_1_3.jpg.mat      | 0.3025
037_1_1.jpg.mat      | 037_2_1.jpg.mat      | 0.3460
037_1_1.jpg.mat      | 037_2_3.jpg.mat      | 0.3814
037_1_1.jpg.mat      | 037_2_4.jpg.mat      | 0.2970
037_1_1.jpg.mat      | 037_1_2.jpg.mat      | 0.2457
037_2_2.jpg.mat      | 037_1_3.jpg.mat      | 0.2575
037_2_2.jpg.mat      | 037_2_1.jpg.mat      | 0.2605
037_2_2.jpg.mat      | 037_2_3.jpg.mat      | 0.3398
037_2_2.jpg.mat      | 037_2_4.jpg.mat      | 0.2139
037_2_2.jpg.mat      | 037_1_2.jpg.mat      | 0.3106
037_1_3.jpg.mat      | 037_2_1.jpg.mat      | 0.3363
037_1_3.jpg.mat      | 037_2_3.jpg.mat      | 0.3971
037_1_3.jpg.mat      | 037_2_4.jpg.mat      | 0.2865
037_1_3.jpg.mat      | 037_1_2.jpg.mat      | 0.3355
037_2_1.jpg.mat      | 037_2_3.jpg.mat      | 0.3347
037_2_1.jpg.mat      | 037_2_4.jpg.mat      | 0.2211
037_2_1.jpg.mat      | 037_1_2.jpg.mat      | 0.3728
037_2_3.jpg.mat      | 037_2_4.jpg.mat      | 0.3004
037_2_3.jpg.mat      | 037_1_2.jpg.mat      | 0.4153
037_2_4.jpg.mat      | 037_1_2.jpg.mat      | 0.3464
038_1_1.jpg.mat      | 038_2_1.jpg.mat      | 0.3588
038_1_1.jpg.mat      | 038_2_3.jpg.mat      | 0.2824
038_1_1.jpg.mat      | 038_2_2.jpg.mat      | 0.2964
038_1_1.jpg.mat      | 038_1_3.jpg.mat      | 0.4512
038_1_1.jpg.mat      | 038_2_4.jpg.mat      | 0.3688
038_1_1.jpg.mat      | 038_1_2.jpg.mat      | 0.3067
038_2_1.jpg.mat      | 038_2_3.jpg.mat      | 0.3019
038_2_1.jpg.mat      | 038_2_2.jpg.mat      | 0.2784
038_2_1.jpg.mat      | 038_1_3.jpg.mat      | 0.4145
038_2_1.jpg.mat      | 038_2_4.jpg.mat      | 0.4147
038_2_1.jpg.mat      | 038_1_2.jpg.mat      | 0.3538
038_2_3.jpg.mat      | 038_2_2.jpg.mat      | 0.3277
038_2_3.jpg.mat      | 038_1_3.jpg.mat      | 0.4342
038_2_3.jpg.mat      | 038_2_4.jpg.mat      | 0.3629
038_2_3.jpg.mat      | 038_1_2.jpg.mat      | 0.3315
038_2_2.jpg.mat      | 038_1_3.jpg.mat      | 0.4203
038_2_2.jpg.mat      | 038_2_4.jpg.mat      | 0.4082
038_2_2.jpg.mat      | 038_1_2.jpg.mat      | 0.3366
038_1_3.jpg.mat      | 038_2_4.jpg.mat      | 0.4505
038_1_3.jpg.mat      | 038_1_2.jpg.mat      | 0.4490
038_2_4.jpg.mat      | 038_1_2.jpg.mat      | 0.3846
039_1_2.jpg.mat      | 039_2_3.jpg.mat      | 0.3439
039_1_2.jpg.mat      | 039_2_4.jpg.mat      | 0.3605
039_1_2.jpg.mat      | 039_2_1.jpg.mat      | 0.4259
039_1_2.jpg.mat      | 039_1_3.jpg.mat      | 0.2866
039_1_2.jpg.mat      | 039_2_2.jpg.mat      | 0.3935
039_1_2.jpg.mat      | 039_1_1.jpg.mat      | 0.3407
039_2_3.jpg.mat      | 039_2_4.jpg.mat      | 0.2466
039_2_3.jpg.mat      | 039_2_1.jpg.mat      | 0.3974
039_2_3.jpg.mat      | 039_1_3.jpg.mat      | 0.3315
039_2_3.jpg.mat      | 039_2_2.jpg.mat      | 0.2969
039_2_3.jpg.mat      | 039_1_1.jpg.mat      | 0.3290
039_2_4.jpg.mat      | 039_2_1.jpg.mat      | 0.3760
039_2_4.jpg.mat      | 039_1_3.jpg.mat      | 0.3407
039_2_4.jpg.mat      | 039_2_2.jpg.mat      | 0.2773
039_2_4.jpg.mat      | 039_1_1.jpg.mat      | 0.3141
039_2_1.jpg.mat      | 039_1_3.jpg.mat      | 0.4215
039_2_1.jpg.mat      | 039_2_2.jpg.mat      | 0.3493
039_2_1.jpg.mat      | 039_1_1.jpg.mat      | 0.4266
039_1_3.jpg.mat      | 039_2_2.jpg.mat      | 0.3765
039_1_3.jpg.mat      | 039_1_1.jpg.mat      | 0.3204
039_2_2.jpg.mat      | 039_1_1.jpg.mat      | 0.3483
040_1_1.jpg.mat      | 040_2_4.jpg.mat      | 0.3760
040_1_1.jpg.mat      | 040_2_1.jpg.mat      | 0.3505
040_1_1.jpg.mat      | 040_2_3.jpg.mat      | 0.3768
040_1_1.jpg.mat      | 040_1_3.jpg.mat      | 0.3761
040_1_1.jpg.mat      | 040_2_2.jpg.mat      | 0.3991
040_1_1.jpg.mat      | 040_1_2.jpg.mat      | 0.2163
040_2_4.jpg.mat      | 040_2_1.jpg.mat      | 0.3157
040_2_4.jpg.mat      | 040_2_3.jpg.mat      | 0.3856
040_2_4.jpg.mat      | 040_1_3.jpg.mat      | 0.3913
040_2_4.jpg.mat      | 040_2_2.jpg.mat      | 0.3917
040_2_4.jpg.mat      | 040_1_2.jpg.mat      | 0.3571
040_2_1.jpg.mat      | 040_2_3.jpg.mat      | 0.3671
040_2_1.jpg.mat      | 040_1_3.jpg.mat      | 0.3724
040_2_1.jpg.mat      | 040_2_2.jpg.mat      | 0.3882
040_2_1.jpg.mat      | 040_1_2.jpg.mat      | 0.3290
040_2_3.jpg.mat      | 040_1_3.jpg.mat      | 0.2628
040_2_3.jpg.mat      | 040_2_2.jpg.mat      | 0.2174
040_2_3.jpg.mat      | 040_1_2.jpg.mat      | 0.3918
040_1_3.jpg.mat      | 040_2_2.jpg.mat      | 0.2711
040_1_3.jpg.mat      | 040_1_2.jpg.mat      | 0.3828
040_2_2.jpg.mat      | 040_1_2.jpg.mat      | 0.4222
041_2_4.jpg.mat      | 041_1_1.jpg.mat      | 0.3886
041_2_4.jpg.mat      | 041_2_3.jpg.mat      | 0.4147
